order_detail_id,order_id,product_id,quantity,price,created_at,updated_at
101,NIMC69AC690,B07MP21WJD,13,299.0,2021-12-09,2021-12-09
102,NIMC69AC690,B01IBRHE3E,11,499.0,2021-12-09,2021-12-09
103,NIMC69AC690,B07RX42D3D,9,350.0,2021-12-09,2021-12-09
104,MPON10IM799,B0B7L86YCB,14,300.0,2021-11-24,2021-11-24
105,MPON10IM799,B09W5XR9RT,2,1999.0,2021-11-24,2021-11-24
106,AOCO38NC466,B003B00484,11,499.0,2021-04-19,2021-04-19
107,AOCO38NC466,B08K36NZSV,3,999.0,2021-04-19,2021-04-19
108,AOCO38NC466,B08G1RW2Q3,2,799.0,2021-04-19,2021-04-19
109,AOCO38NC466,B08RP2L2NL,5,999.0,2021-04-19,2021-04-19
110,AOCO38NC466,B01LONQBDG,7,899.0,2021-04-19,2021-04-19
111,PPMI38OP255,B0B19VJXQZ,13,59900.0,2021-06-23,2021-06-23
112,PPMI38OP255,B00TDD0YM4,10,1695.0,2021-06-23,2021-06-23
113,PPMI38OP255,B00N1U9AJS,12,165.0,2021-06-23,2021-06-23
114,PPMI38OP255,B002PD61Y4,13,1208.0,2021-06-23,2021-06-23
115,PPMI38OP255,B0B9RN5X8B,5,4700.0,2021-06-23,2021-06-23
116,PPMI38OP255,B00LHZWD0C,2,315.0,2021-06-23,2021-06-23
117,AIOP55NC262,B07DWFX9YS,7,1999.0,2022-04-29,2022-04-29
118,AIOP55NC262,B07V5YF4ND,13,1199.0,2022-04-29,2022-04-29
119,AIOP55NC262,B07VZYMQNZ,10,1440.0,2022-04-29,2022-04-29
120,AIOP55NC262,B07V5YF4ND,9,1199.0,2022-04-29,2022-04-29
121,AIOP55NC262,B07BKSSDR2,7,1900.0,2022-04-29,2022-04-29
122,AIOP55NC262,B082KVTRW8,2,1900.0,2022-04-29,2022-04-29
123,OACO22AM378,B098LCVYPW,6,999.0,2021-06-03,2021-06-03
124,OACO22AM378,B07SRM58TP,5,2099.0,2021-06-03,2021-06-03
125,OACO22AM378,B0B4HKH19N,2,931.0,2021-06-03,2021-06-03
126,OACO22AM378,B0832W3B7Q,6,3595.0,2021-06-03,2021-06-03
127,OACO22AM378,B083J64CBB,10,499.0,2021-06-03,2021-06-03
128,OACO22AM378,B09P8M18QM,13,2999.0,2021-06-03,2021-06-03
129,OPAP39PA948,B09NFSHCWN,15,1899.0,2022-11-10,2022-11-10
130,OAPI88PI356,B008QTK47Q,11,1745.0,2022-10-04,2022-10-04
131,OAPI88PI356,B07QCWY5XV,13,1399.0,2022-10-04,2022-10-04
132,OAPI88PI356,B08498D67S,13,1800.0,2022-10-04,2022-10-04
133,OAPI88PI356,B00PVT30YI,13,499.0,2022-10-04,2022-10-04
134,OAPI88PI356,B07XLCFSSN,3,1900.0,2022-10-04,2022-10-04
135,ANIM79IC941,B0B3XY5YT4,7,49990.0,2021-09-15,2021-09-15
136,AIPM98PA153,B00P0R95EA,7,640.0,2021-05-11,2021-05-11
137,AIPM98PA153,B09FPP3R1D,9,2495.0,2021-05-11,2021-05-11
138,APIA13OA053,B0BMM7R92G,3,999.0,2021-05-09,2021-05-09
139,APIA13OA053,B07WHQBZLS,9,21990.0,2021-05-09,2021-05-09
140,APIA13OA053,B0711PVX6Z,15,500.0,2021-05-09,2021-05-09
141,APIA13OA053,B08RDWBYCQ,3,999.0,2021-05-09,2021-05-09
142,APIA13OA053,B07JNVF678,3,999.0,2021-05-09,2021-05-09
143,IAIC09AP270,B08KS2KQTK,4,499.0,2021-01-19,2021-01-19
144,IAIC09AP270,B00S2SEV7K,8,100.0,2021-01-19,2021-01-19
145,IAIC09AP270,B0B53NXFFR,6,5999.0,2021-01-19,2021-01-19
146,IAIC09AP270,B01MQZ7J8K,13,1445.0,2021-01-19,2021-01-19
147,IAIC09AP270,B07YNHCW6N,5,2499.0,2021-01-19,2021-01-19
148,IAIC09AP270,B08HDJ86NZ,7,699.0,2021-01-19,2021-01-19
149,ANAP15PM799,B071SDRGWL,10,699.0,2022-07-05,2022-07-05
150,ANAP15PM799,B08BQ947H3,5,149.0,2022-07-05,2022-07-05
151,ANAP15PM799,B00GE55L22,12,699.0,2022-07-05,2022-07-05
152,ANAP15PM799,B09JFR8H3Q,7,1499.0,2022-07-05,2022-07-05
153,PAOC53PN688,B012MQS060,13,1795.0,2022-06-16,2022-06-16
154,PAOC53PN688,B0B3XXSB1K,13,79990.0,2022-06-16,2022-06-16
155,PAOC53PN688,B08Y5KXR6Z,7,800.0,2022-06-16,2022-06-16
156,PAOC53PN688,B00LM4X3XE,13,100.0,2022-06-16,2022-06-16
157,PAOC53PN688,B00LUGTJGO,8,1549.0,2022-06-16,2022-06-16
158,OIOI32MP908,B09NL4DCXK,2,599.0,2021-01-23,2021-01-23
159,OIOI32MP908,B08PPHFXG3,5,999.0,2021-01-23,2021-01-23
160,OIOI32MP908,B09B9SPC7F,5,1299.0,2021-01-23,2021-01-23
161,OIOI32MP908,B08Y1SJVV5,6,666.0,2021-01-23,2021-01-23
162,MIMA34AN682,B09YV575RK,10,9999.0,2021-12-17,2021-12-17
163,MIMA34AN682,B08MCD9JFY,7,1999.0,2021-12-17,2021-12-17
164,MIMA34AN682,B07DFYJRQV,2,1499.0,2021-12-17,2021-12-17
165,PAOC88IO676,B0B2CWRDB1,3,9999.0,2021-12-07,2021-12-07
166,PAOC88IO676,B0762HXMTF,14,1950.0,2021-12-07,2021-12-07
167,PAOC88IO676,B01F262EUU,10,999.0,2021-12-07,2021-12-07
168,NINI19AC099,B08K36NZSV,15,999.0,2021-06-07,2021-06-07
169,NINI19AC099,B07DKZCZ89,11,499.0,2021-06-07,2021-06-07
170,NINI19AC099,B08VS3YLRK,9,1499.0,2021-06-07,2021-06-07
171,NINI19AC099,B09ZHCJDP1,10,1000.0,2021-06-07,2021-06-07
172,NINI19AC099,B08235JZFB,13,1000.0,2021-06-07,2021-06-07
173,NINI19AC099,B00J5DYCCA,7,1890.0,2021-06-07,2021-06-07
174,PPOA99NO002,B0BNQMF152,1,2199.0,2021-11-15,2021-11-15
175,PPOA99NO002,B09F5Z694W,6,9625.0,2021-11-15,2021-11-15
176,PPOA99NO002,B072J83V9W,11,9995.0,2021-11-15,2021-11-15
177,PPOA99NO002,B097RJ867P,7,11595.0,2021-11-15,2021-11-15
178,PPOA99NO002,B09P858DK8,14,1999.0,2021-11-15,2021-11-15
179,PPOA99NO002,B01MRARGBW,5,400.0,2021-11-15,2021-11-15
180,PPOA99NO002,B083GKDRKR,8,2995.0,2021-11-15,2021-11-15
181,AACN83AO563,B009DA69W6,6,1900.0,2021-06-21,2021-06-21
182,AACN83AO563,B07K2HVKLL,11,1020.0,2021-06-21,2021-06-21
183,AACN83AO563,B0B9BD2YL4,14,6999.0,2021-06-21,2021-06-21
184,AACN83AO563,B09Q8HMKZX,12,699.0,2021-06-21,2021-06-21
185,AACN83AO563,B098R25TGC,15,2999.0,2021-06-21,2021-06-21
186,AACN83AO563,B08HLZ28QC,10,3490.0,2021-06-21,2021-06-21
187,NMAP19AN791,B0B21XL94T,14,34990.0,2021-08-31,2021-08-31
188,NMAP19AN791,B07TMCXRFV,14,1599.0,2021-08-31,2021-08-31
189,NMAP19AN791,B09GFN8WZL,5,999.0,2021-08-31,2021-08-31
190,NMAP19AN791,B07MP21WJD,12,299.0,2021-08-31,2021-08-31
191,NOMI03AP007,B07MKMFKPG,3,10590.0,2022-12-26,2022-12-26
192,NOMI03AP007,B09MZ6WZ6V,10,999.0,2022-12-26,2022-12-26
193,NOMI03AP007,B015GX9Y0W,10,2400.0,2022-12-26,2022-12-26
194,NOMI03AP007,B01FSYQ2A4,1,2990.0,2022-12-26,2022-12-26
195,NOMI03AP007,B09NHVCHS9,11,199.0,2022-12-26,2022-12-26
196,NOMI03AP007,B0B5GJRTHB,10,1999.0,2022-12-26,2022-12-26
197,NCOA25AO528,B00MFPCY5C,15,299.0,2021-06-21,2021-06-21
198,NCOA25AO528,B095JQVC7N,12,59999.0,2021-06-21,2021-06-21
199,NCOA25AO528,B07QDSN9V6,13,1595.0,2021-06-21,2021-06-21
200,NCOA25AO528,B09T2S8X9C,5,28999.0,2021-06-21,2021-06-21
201,NCOA25AO528,B09P18XVW6,8,4999.0,2021-06-21,2021-06-21
202,NCOA25AO528,B085LPT5F4,14,2800.0,2021-06-21,2021-06-21
203,NCOA25AO528,B08HV25BBQ,6,4999.0,2021-06-21,2021-06-21
204,IMIO06MN816,B01892MIPA,9,10900.0,2021-08-10,2021-08-10
205,IMIO06MN816,B0B5LVS732,15,4999.0,2021-08-10,2021-08-10
206,IMIO06MN816,B08WLY8V9S,7,899.0,2021-08-10,2021-08-10
207,IOMI98NA353,B099PR2GQJ,11,999.0,2021-08-18,2021-08-18
208,IOMI98NA353,B08D77XZX5,15,2499.0,2021-08-18,2021-08-18
209,IOMI98NA353,B09F6D21BY,8,1999.0,2021-08-18,2021-08-18
210,IOMI98NA353,B01KK0HU3Y,5,1499.0,2021-08-18,2021-08-18
211,IOMI98NA353,B08SMJT55F,15,3990.0,2021-08-18,2021-08-18
212,IOMI98NA353,B0971DWFDT,5,699.0,2021-08-18,2021-08-18
213,PAMO24IA520,B0B3MWYCHQ,14,9999.0,2021-06-29,2021-06-29
214,PAMO24IA520,B0756CLQWL,11,3999.0,2021-06-29,2021-06-29
215,MMIN67AO501,B0758F7KK7,11,999.0,2021-01-13,2021-01-13
216,MMIN67AO501,B00LP9RFSU,6,825.0,2021-01-13,2021-01-13
217,MMIN67AO501,B078HRR1XV,15,4699.0,2021-01-13,2021-01-13
218,ONCN30IM800,B09HS1NDRQ,9,799.0,2022-02-07,2022-02-07
219,ONCN30IM800,B0B3RSDSZ3,15,9999.0,2022-02-07,2022-02-07
220,ONCN30IM800,B00NW4UWN6,14,1345.0,2022-02-07,2022-02-07
221,ONCN30IM800,B09JS562TP,3,1630.0,2022-02-07,2022-02-07
222,ONCN30IM800,B0BBFJLP21,6,15999.0,2022-02-07,2022-02-07
223,ONCN30IM800,B00MUTWLW4,6,3295.0,2022-02-07,2022-02-07
224,NOOA19IN647,B07TC9F7PN,8,16899.0,2021-10-11,2021-10-11
225,NOOA19IN647,B09X5HD5T1,6,499.0,2021-10-11,2021-10-11
226,NOOA19IN647,B09NJN8L25,10,199.0,2021-10-11,2021-10-11
227,NOOA19IN647,B00NH13Q8W,3,800.0,2021-10-11,2021-10-11
228,OAPI73NO454,B09163Q5CD,2,1929.0,2021-04-20,2021-04-20
229,OAPI73NO454,B09Z6WH2N1,13,499.0,2021-04-20,2021-04-20
230,OAPI73NO454,B0B5GF6DQD,7,5999.0,2021-04-20,2021-04-20
231,OIAO51NA078,B01EY310UM,8,1545.0,2022-09-11,2022-09-11
232,OIAO51NA078,B07WFPMGQQ,15,27990.0,2022-09-11,2022-09-11
233,OIAO51NA078,B08HV25BBQ,15,4999.0,2022-09-11,2022-09-11
234,OIAO51NA078,B07YR26BJ3,2,2000.0,2022-09-11,2022-09-11
235,OIAO51NA078,B09X76VL5L,10,3490.0,2022-09-11,2022-09-11
236,OIAO51NA078,B06XGWRKYT,12,15999.0,2022-09-11,2022-09-11
237,CNOA25II651,B0BNXFDTZ2,11,11999.0,2022-04-10,2022-04-10
238,CNOA25II651,B08HQL67D6,8,599.0,2022-04-10,2022-04-10
239,CNOA25II651,B08CKW1KH9,5,599.0,2022-04-10,2022-04-10
240,CNOA25II651,B01EZ0X3L8,5,1650.0,2022-04-10,2022-04-10
241,AANA06OI203,B0BMGG6NKT,11,13499.0,2021-04-27,2021-04-27
242,AANA06OI203,B08CYNJ5KY,5,861.0,2021-04-27,2021-04-27
243,CNIP71NA469,B09F3PDDRF,11,999.0,2021-09-22,2021-09-22
244,POAO76MA213,B09BL2KHQW,6,260.0,2021-05-11,2021-05-11
245,POAO76MA213,B0856HY85J,15,4999.0,2021-05-11,2021-05-11
246,POAO76MA213,B08VF8V79P,5,1699.0,2021-05-11,2021-05-11
247,POAO76MA213,B0BCKJJN8R,10,7290.0,2021-05-11,2021-05-11
248,POAO76MA213,B09FPP3R1D,3,2495.0,2021-05-11,2021-05-11
249,POAO76MA213,B0B4F3QNDM,10,19499.0,2021-05-11,2021-05-11
250,PMAO12MA259,B0BF4YBLPX,12,19999.0,2021-06-16,2021-06-16
251,PMAO12MA259,B07T9FV9YP,9,1799.0,2021-06-16,2021-06-16
252,PMAO12MA259,B0B8VQ7KDS,3,2499.0,2021-06-16,2021-06-16
253,PMAO12MA259,B0B3MWYCHQ,4,9999.0,2021-06-16,2021-06-16
254,PMAO12MA259,B07JQKQ91F,3,999.0,2021-06-16,2021-06-16
255,PMAO12MA259,B01LYLJ99X,9,1300.0,2021-06-16,2021-06-16
256,MAIA38NN545,B0B2CWRDB1,2,9999.0,2022-12-10,2022-12-10
257,MAIA38NN545,B0B97D658R,9,799.0,2022-12-10,2022-12-10
258,MAIA38NN545,B0BP89YBC1,11,3500.0,2022-12-10,2022-12-10
259,MAIA38NN545,B07WFPMGQQ,3,27990.0,2022-12-10,2022-12-10
260,MAIA38NN545,B09W9V2PXG,5,1999.0,2022-12-10,2022-12-10
261,MAIA38NN545,B083RC4WFJ,4,799.0,2022-12-10,2022-12-10
262,PMAM47PA712,B083GKDRKR,1,2995.0,2022-02-26,2022-02-26
263,PMAM47PA712,B07D8VBYB4,2,7776.0,2022-02-26,2022-02-26
264,PMAM47PA712,B00ABMASXG,7,720.0,2022-02-26,2022-02-26
265,PMAM47PA712,B09CTWFV5W,10,9995.0,2022-02-26,2022-02-26
266,PMAM47PA712,B07N42JB4S,3,3990.0,2022-02-26,2022-02-26
267,MNOA28OI825,B08H9Z3XQW,2,1490.0,2022-10-05,2022-10-05
268,MNOA28OI825,B07BRKK9JQ,15,1599.0,2022-10-05,2022-10-05
269,MNOA28OI825,B08PPHFXG3,2,999.0,2022-10-05,2022-10-05
270,MNOA28OI825,B084DTMYWK,4,999.0,2022-10-05,2022-10-05
271,MNOA28OI825,B0B1YZX72F,2,40990.0,2022-10-05,2022-10-05
272,MNOA28OI825,B0B3N7LR6K,1,16999.0,2022-10-05,2022-10-05
273,MNOA28OI825,B0085IATT6,15,1800.0,2022-10-05,2022-10-05
274,OACC57AP958,B01DF26V7A,2,1299.0,2022-11-01,2022-11-01
275,OACC57AP958,B00V4BGDKU,15,1899.0,2022-11-01,2022-11-01
276,OACC57AP958,B0BMM7R92G,2,999.0,2022-11-01,2022-11-01
277,OACC57AP958,B09HSKYMB3,6,9999.0,2022-11-01,2022-11-01
278,AMIN13IC279,B07S851WX5,9,1299.0,2021-11-17,2021-11-17
279,AMIN13IC279,B09JPC82QC,15,34999.0,2021-11-17,2021-11-17
280,NAIO49IO830,B0BJ6P3LSK,2,24999.0,2021-08-25,2021-08-25
281,NAIO49IO830,B00NFD0ETQ,7,2895.0,2021-08-25,2021-08-25
282,NAIO49IO830,B09PL79D2X,5,2990.0,2021-08-25,2021-08-25
283,NAIO49IO830,B09NHVCHS9,6,199.0,2021-08-25,2021-08-25
284,NAIO49IO830,B0718ZN31Q,12,4999.0,2021-08-25,2021-08-25
285,NAIO49IO830,B07JW1Y6XV,9,1099.0,2021-08-25,2021-08-25
286,ANMC84PN129,B01IOZUHRS,15,499.0,2021-01-01,2021-01-01
287,ANMC84PN129,B0BDYVC5TD,2,1800.0,2021-01-01,2021-01-01
288,ANMC84PN129,B00LZPQVMK,11,320.0,2021-01-01,2021-01-01
289,MOIO90AA471,B00LHZW3XY,5,180.0,2021-05-13,2021-05-13
290,MOIO90AA471,B08CHZ3ZQ7,12,799.0,2021-05-13,2021-05-13
291,OOOO68CA089,B08QHLXWV3,8,11990.0,2022-01-14,2022-01-14
292,OOOO68CA089,B09NS5TKPN,9,75990.0,2022-01-14,2022-01-14
293,OOOO68CA089,B08461VC1Z,8,1995.0,2022-01-14,2022-01-14
294,OOOO68CA089,B0141EZMAI,6,800.0,2022-01-14,2022-01-14
295,CMAI45ON647,B097C564GC,1,4999.0,2022-02-16,2022-02-16
296,CMAI45ON647,B00LM4W1N2,3,600.0,2022-02-16,2022-02-16
297,OCCM14AI521,B0B467CCB9,11,16990.0,2022-05-28,2022-05-28
298,OCCM14AI521,B09GFPVD9Y,14,10999.0,2022-05-28,2022-05-28
299,OCCM14AI521,B08H6CZSHT,8,3295.0,2022-05-28,2022-05-28
300,OCCM14AI521,B08L7J3T31,2,919.0,2022-05-28,2022-05-28
301,OCCM14AI521,B08WKG2MWT,5,1099.0,2022-05-28,2022-05-28
302,OCCM14AI521,B07LFWP97N,3,1099.0,2022-05-28,2022-05-28
303,OCCM14AI521,B018SJJ0GE,2,2999.0,2022-05-28,2022-05-28
304,OMMI99MN032,B0BMZ6SY89,6,1599.0,2022-05-16,2022-05-16
305,OMMI99MN032,B073BRXPZX,1,590.0,2022-05-16,2022-05-16
306,OMMI99MN032,B0BNDRK886,4,599.0,2022-05-16,2022-05-16
307,ICAC00OA459,B07232M876,1,395.0,2021-06-29,2021-06-29
308,ICAC00OA459,B09939XJX8,6,1500.0,2021-06-29,2021-06-29
309,ICAC00OA459,B09C6HWG18,4,1999.0,2021-06-29,2021-06-29
310,ICAC00OA459,B07VV37FT4,11,250.0,2021-06-29,2021-06-29
311,AANA12IC317,B015OW3M1W,13,1700.0,2021-10-13,2021-10-13
312,AANA12IC317,B09NVPJ3P4,7,3999.0,2021-10-13,2021-10-13
313,AANA12IC317,B09C6HWG18,11,1999.0,2021-10-13,2021-10-13
314,MNCN58OA459,B0BPCJM7TB,1,999.0,2021-10-20,2021-10-20
315,MNCN58OA459,B07J2BQZD6,9,399.0,2021-10-20,2021-10-20
316,MNCN58OA459,B08G28Z33M,12,699.0,2021-10-20,2021-10-20
317,NANI29IP197,B09CYTJV3N,10,5999.0,2021-12-12,2021-12-12
318,NCNC73CP427,B08C4Z69LN,4,3500.0,2021-04-18,2021-04-18
319,NCNC73CP427,B0B3RSDSZ3,11,9999.0,2021-04-18,2021-04-18
320,NCNC73CP427,B0B9RZ4G4W,1,1699.0,2021-04-18,2021-04-18
321,NCNC73CP427,B01I1LDZGA,10,1775.0,2021-04-18,2021-04-18
322,NCNC73CP427,B09M8888DM,5,799.0,2021-04-18,2021-04-18
323,NCNC73CP427,B0B9LDCX89,5,999.0,2021-04-18,2021-04-18
324,NCNC73CP427,B003L62T7W,7,375.0,2021-04-18,2021-04-18
325,AOIA36CO047,B085194JFL,7,499.0,2022-09-12,2022-09-12
326,AOIA36CO047,B00SMFPJG0,4,670.0,2022-09-12,2022-09-12
327,AOIA36CO047,B09J4YQYX3,5,2290.0,2022-09-12,2022-09-12
328,AOIA36CO047,B095X38CJS,8,99.0,2022-09-12,2022-09-12
329,ACIA68OP693,B07Z3K96FR,1,1499.0,2021-06-26,2021-06-26
330,ICCM58NO572,B01M265AAK,2,4495.0,2021-08-08,2021-08-08
331,ICCM58NO572,B07ZKD8T1Q,15,2999.0,2021-08-08,2021-08-08
332,CAMM02CA565,B08VGFX2B6,13,199.0,2022-01-23,2022-01-23
333,CAMM02CA565,B01F25X6RQ,1,499.0,2022-01-23,2022-01-23
334,CAMM02CA565,B097ZQTDVZ,8,899.0,2022-01-23,2022-01-23
335,CAMM02CA565,B07T5DKR5D,7,399.0,2022-01-23,2022-01-23
336,CAMM02CA565,B07KRCW6LZ,3,1599.0,2022-01-23,2022-01-23
337,COIC71PA250,B0B4T8RSJ1,5,800.0,2022-10-19,2022-10-19
338,COIC71PA250,B09WF4Q7B3,5,2599.0,2022-10-19,2022-10-19
